v8-version,8,4,371,19,-node.18,0
code-creation,Builtin,3,2516,0x139c420,269,OrdinaryToPrimitive_String
code-creation,Builtin,3,2523,0x139c540,219,NonPrimitiveToPrimitive_Default
code-creation,Builtin,3,2530,0x139c620,219,NonPrimitiveToPrimitive_Number
code-creation,Builtin,3,2537,0x139c700,219,NonPrimitiveToPrimitive_String
code-creation,Builtin,3,2543,0x139c7e0,85,StringToNumber
code-creation,Builtin,3,2550,0x139c840,129,ToName
code-creation,Builtin,3,2556,0x139c8e0,235,NonNumberToNumber
code-creation,Builtin,3,2563,0x139c9e0,255,NonNumberToNumeric
code-creation,Builtin,3,2569,0x139cae0,239,ToNumber
code-creation,Builtin,3,2575,0x139cbe0,272,ToNumberConvertBigInt
code-creation,Builtin,3,2582,0x139cd00,275,ToNumeric
code-creation,Builtin,3,2588,0x139ce20,261,NumberToString
code-creation,Builtin,3,2595,0x139cf40,382,ToLength
code-creation,Builtin,3,2601,0x139d0c0,140,Typeof
code-creation,Builtin,3,2608,0x139d160,69,GetSuperConstructor
code-creation,Builtin,3,2614,0x139d1c0,125,BigIntToI64
code-creation,Builtin,3,2621,0x139d240,12,BigIntToI32Pair
code-creation,Builtin,3,2627,0x139d260,309,I64ToBigInt
code-creation,Builtin,3,2639,0x139d3a0,12,I32PairToBigInt
code-creation,Builtin,3,2646,0x139d3c0,108,ToBooleanLazyDeoptContinuation
code-creation,Builtin,3,2652,0x139d440,3433,KeyedLoadIC_PolymorphicName
code-creation,Builtin,3,2673,0x139e1c0,15988,KeyedStoreIC_Megamorphic
code-creation,Builtin,3,2680,0x13a2040,245,LoadGlobalIC_NoFeedback
code-creation,Builtin,3,2686,0x13a2140,68,LoadIC_FunctionPrototype
code-creation,Builtin,3,2693,0x13a21a0,20,LoadIC_StringLength
code-creation,Builtin,3,2699,0x13a21c0,24,LoadIC_StringWrapperLength
code-creation,Builtin,3,2706,0x13a21e0,3064,LoadIC_NoFeedback
code-creation,Builtin,3,2712,0x13a2de0,40,StoreGlobalIC_Slow
code-creation,Builtin,3,2718,0x13a2e20,6952,StoreIC_NoFeedback
code-creation,Builtin,3,2725,0x13a4960,188,KeyedLoadIC_SloppyArguments
code-creation,Builtin,3,2731,0x13a4a20,80,LoadIndexedInterceptorIC
code-creation,Builtin,3,2738,0x13a4a80,340,KeyedStoreIC_SloppyArguments_Standard
code-creation,Builtin,3,2744,0x13a4be0,340,KeyedStoreIC_SloppyArguments_GrowNoTransitionHandleCOW
code-creation,Builtin,3,2752,0x13a4d40,340,KeyedStoreIC_SloppyArguments_NoTransitionIgnoreOOB
code-creation,Builtin,3,2759,0x13a4ea0,340,KeyedStoreIC_SloppyArguments_NoTransitionHandleCOW
code-creation,Builtin,3,2765,0x13a5000,6836,StoreFastElementIC_Standard
code-creation,Builtin,3,2772,0x13a6ac0,10700,StoreFastElementIC_GrowNoTransitionHandleCOW
code-creation,Builtin,3,2779,0x13a94a0,6832,StoreFastElementIC_NoTransitionIgnoreOOB
code-creation,Builtin,3,2786,0x13aaf60,6500,StoreFastElementIC_NoTransitionHandleCOW
code-creation,Builtin,3,2793,0x13ac8e0,9396,ElementsTransitionAndStore_Standard
code-creation,Builtin,3,2799,0x13aeda0,21824,ElementsTransitionAndStore_GrowNoTransitionHandleCOW
code-creation,Builtin,3,2807,0x13b4300,9396,ElementsTransitionAndStore_NoTransitionIgnoreOOB
code-creation,Builtin,3,2814,0x13b67c0,12372,ElementsTransitionAndStore_NoTransitionHandleCOW
code-creation,Builtin,3,2821,0x13b9820,760,KeyedHasIC_PolymorphicName
code-creation,Builtin,3,2827,0x13b9b20,176,KeyedHasIC_SloppyArguments
code-creation,Builtin,3,2834,0x13b9be0,80,HasIndexedInterceptorIC
code-creation,Builtin,3,2840,0x13b9c40,156,EnqueueMicrotask
code-creation,Builtin,3,2847,0x13b9ce0,8,RunMicrotasksTrampoline
code-creation,Builtin,3,2853,0x13b9d00,2472,RunMicrotasks
code-creation,Builtin,3,2859,0x13ba6c0,2338,HasProperty
code-creation,Builtin,3,2866,0x13bb000,1108,DeleteProperty
code-creation,Builtin,3,2872,0x13bb460,1847,CopyDataProperties
code-creation,Builtin,3,2878,0x13bbba0,8794,SetDataProperties
code-creation,Builtin,3,2884,0x13bde00,36,Abort
code-creation,Builtin,3,2891,0x13bde40,36,AbortCSAAssert
code-creation,Builtin,3,2897,0x13bde80,12,EmptyFunction
code-creation,Builtin,3,2903,0x13bdea0,12,Illegal
code-creation,Builtin,3,2909,0x13bdec0,12,StrictPoisonPillThrower
code-creation,Builtin,3,2916,0x13bdee0,12,UnsupportedThrower
code-creation,Builtin,3,2922,0x13bdf00,65,ReturnReceiver
code-creation,Builtin,3,2928,0x13bdf60,36,ArrayConstructor
code-creation,Builtin,3,2935,0x13bdfa0,413,ArrayConstructorImpl
code-creation,Builtin,3,2941,0x13be140,221,ArrayNoArgumentConstructor_PackedSmi_DontOverride
code-creation,Builtin,3,2948,0x13be220,221,ArrayNoArgumentConstructor_HoleySmi_DontOverride
code-creation,Builtin,3,2955,0x13be300,181,ArrayNoArgumentConstructor_PackedSmi_DisableAllocationSites
code-creation,Builtin,3,2962,0x13be3c0,181,ArrayNoArgumentConstructor_HoleySmi_DisableAllocationSites
code-creation,Builtin,3,2970,0x13be480,181,ArrayNoArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,2977,0x13be540,181,ArrayNoArgumentConstructor_Holey_DisableAllocationSites
code-creation,Builtin,3,2984,0x13be600,193,ArrayNoArgumentConstructor_PackedDouble_DisableAllocationSites
code-creation,Builtin,3,2991,0x13be6e0,193,ArrayNoArgumentConstructor_HoleyDouble_DisableAllocationSites
code-creation,Builtin,3,2998,0x13be7c0,521,ArraySingleArgumentConstructor_PackedSmi_DontOverride
code-creation,Builtin,3,3005,0x13be9e0,485,ArraySingleArgumentConstructor_HoleySmi_DontOverride
code-creation,Builtin,3,3012,0x13bebe0,445,ArraySingleArgumentConstructor_PackedSmi_DisableAllocationSites
code-creation,Builtin,3,3021,0x13beda0,405,ArraySingleArgumentConstructor_HoleySmi_DisableAllocationSites
code-creation,Builtin,3,3029,0x13bef40,445,ArraySingleArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,3036,0x13bf100,405,ArraySingleArgumentConstructor_Holey_DisableAllocationSites
code-creation,Builtin,3,3043,0x13bf2a0,453,ArraySingleArgumentConstructor_PackedDouble_DisableAllocationSites
code-creation,Builtin,3,3050,0x13bf480,417,ArraySingleArgumentConstructor_HoleyDouble_DisableAllocationSites
code-creation,Builtin,3,3058,0x13bf640,68,ArrayNArgumentsConstructor
code-creation,Builtin,3,3064,0x13bf6a0,12,ArrayConcat
code-creation,Builtin,3,3071,0x13bf6c0,12,ArrayPrototypeFill
code-creation,Builtin,3,3077,0x13bf6e0,958,ArrayIncludesSmiOrObject
code-creation,Builtin,3,3084,0x13bfaa0,148,ArrayIncludesPackedDoubles
